obstime,bg_mean,bg_std,bg_total,src_error,src_mean,src_net,src_std,src_total,filename
2015-03-07T03:38:11.735010,1.98636010418e-10,1.43009840081e-10,4.84671858203e-08,1.98675609298e-09,9.01742058801e-09,1.70202542904e-06,2.29552608033e-08,1.74036222234e-06,N2784-7/Q1/N2784-7.Q1.I.150307_0338.C.003096.092205N2208.0060.nh.fits.fz
2015-03-07T04:18:06.045019,1.91945584427e-10,1.36246555704e-10,4.68347209903e-08,1.89279769636e-09,9.10306319213e-09,1.71984561348e-06,2.74980873627e-08,1.75689115167e-06,N2784-7/Q1/N2784-7.Q1.I.150307_0418.C.003111.092205N2208.0060.nh.fits.fz
2015-03-07T04:57:14.876985,2.0504369036e-10,1.40980394026e-10,5.00306605034e-08,1.95856220131e-09,9.08509978359e-09,1.71385079284e-06,2.63983146453e-08,1.75342427156e-06,N2784-7/Q1/N2784-7.Q1.I.150307_0457.C.003126.092205N2208.0060.nh.fits.fz
2015-03-07T05:39:41.605013,2.08202774465e-10,1.4913047186e-10,5.08014785794e-08,2.07178674216e-09,8.98234997493e-09,1.69341035416e-06,2.42122943916e-08,1.73359353539e-06,N2784-7/Q1/N2784-7.Q1.I.150307_0539.C.003141.092204N2208.0060.nh.fits.fz
2015-03-07T06:18:28.467021,1.73143749338e-10,1.4104147017e-10,4.22470733952e-08,1.95941063375e-09,9.03134989017e-09,1.70963380697e-06,2.5302997031e-08,1.74305057499e-06,N2784-7/Q1/N2784-7.Q1.I.150307_0618.C.003156.092205N2208.0060.nh.fits.fz
2015-03-07T19:06:36.252942,1.37687420059e-12,8.28936398689e-12,3.35957317521e-10,1.15159520808e-10,-4.08697164653e-13,-3.44615253001e-10,7.39174693676e-12,-7.88785495254e-11,N2784-7/Q1/N2784-7.Q1.I.150307_1906.S.010749.092205N2208.0060.nh.fits.fz
2015-03-07T19:44:23.754165,-1.72579751054e-13,7.85171407058e-12,-4.21094582814e-11,1.09079495436e-10,-2.45495057659e-13,-1.40726562348e-11,7.56205861818e-12,-4.73805474022e-11,N2784-7/Q1/N2784-7.Q1.I.150307_1944.S.010764.092205N2208.0060.nh.fits.fz
2015-03-07T20:22:50.787188,-4.84362658489e-13,7.61096914659e-12,-1.18184489972e-10,1.05734962452e-10,-9.96368894508e-13,-9.88171974803e-11,7.6538064081e-12,-1.9229919046e-10,N2784-7/Q1/N2784-7.Q1.I.150307_2022.S.010779.092205N2208.0060.nh.fits.fz
2015-03-07T21:00:17.733196,-4.44474474316e-14,7.47200738782e-12,-1.08451771869e-11,1.03804444207e-10,-3.93991534276e-13,-6.7462008202e-11,7.73731165943e-12,-7.60403684463e-11,N2784-7/Q1/N2784-7.Q1.I.150307_2100.S.010794.092205N2208.0060.nh.fits.fz
2015-03-07T21:42:36.167190,5.54687860314e-13,7.35590147821e-12,1.35343833363e-10,1.02191449747e-10,1.1482678957e-12,1.14560944064e-10,8.17545683929e-12,2.21615698015e-10,N2784-7/Q1/N2784-7.Q1.I.150307_2142.S.010809.092205N2208.0060.nh.fits.fz
2015-03-07T22:25:25.524188,-5.3834161521e-13,7.76453727702e-12,-1.31355357147e-10,1.07868394772e-10,-5.46483539844e-13,-1.57139579127e-12,7.98828711512e-12,-1.05471326117e-10,N2784-7/Q1/N2784-7.Q1.I.150307_2225.S.010824.092205N2208.0060.nh.fits.fz
2015-03-07T23:05:34.774188,1.4145385167e-13,9.42414288968e-12,3.45147382896e-11,1.30924368569e-10,-6.43084110269e-13,-1.51415824323e-10,8.26512903257e-12,-1.24115231981e-10,N2784-7/Q1/N2784-7.Q1.I.150307_2305.S.010839.092205N2208.0060.nh.fits.fz
2015-03-07T23:42:43.923209,-1.92627503033e-13,9.95394478648e-12,-4.70011113363e-11,1.38284619866e-10,-5.68927392176e-13,-7.26258775341e-11,9.47848570465e-12,-1.09802986148e-10,N2784-7/Q1/N2784-7.Q1.I.150307_2342.S.010854.092205N2208.0060.nh.fits.fz
2015-03-08T19:11:03.863058,-7.64353099043e-13,7.52266825221e-12,-1.86502160937e-10,1.04508242338e-10,1.14225447677e-12,3.67975261373e-10,6.89916960367e-12,2.20455112498e-10,N2784-7/Q1/N2784-7.Q1.I.150308_1911.S.010991.092205N2208.0060.nh.fits.fz
2015-03-08T19:48:05.048054,7.81093939528e-13,6.9371622162e-12,1.90586921245e-10,9.63741378368e-11,6.74737989006e-13,-2.05267053355e-11,6.65433983957e-12,1.30224428463e-10,N2784-7/Q1/N2784-7.Q1.I.150308_1948.S.011006.092205N2208.0060.nh.fits.fz
2015-03-08T20:25:38.035058,-2.25415091324e-13,6.82221727027e-12,-5.50012813072e-11,9.4777269366e-11,-7.01546839284e-13,-9.18934234262e-11,7.38969822833e-12,-1.35398539602e-10,N2784-7/Q1/N2784-7.Q1.I.150308_2025.S.011021.092205N2208.0060.nh.fits.fz
2015-03-08T21:09:22.318053,-4.75903008407e-13,6.89593824751e-12,-1.16120335569e-10,9.58014362284e-11,-3.86867892322e-13,1.71837752361e-11,6.84326813966e-12,-7.46655029471e-11,N2784-7/Q1/N2784-7.Q1.I.150308_2109.S.011036.092205N2208.0060.nh.fits.fz
2015-03-08T21:56:07.196056,-2.80164590529e-13,6.88402199828e-12,-6.83601578122e-11,9.56358880977e-11,5.99665499548e-13,1.6980720996e-10,7.26064174061e-12,1.15735442063e-10,N2784-7/Q1/N2784-7.Q1.I.150308_2156.S.011052.092205N2208.0060.nh.fits.fz
2015-03-08T22:34:22.091186,-5.14099701666e-14,7.21591883468e-12,-1.25440326529e-11,1.00246748402e-10,-3.00047204964e-13,-4.79869893821e-11,7.17978801412e-12,-5.79091115338e-11,N2784-7/Q1/N2784-7.Q1.I.150308_2234.S.011067.092205N2208.0060.nh.fits.fz
2015-03-08T23:18:59.267062,2.79320484927e-13,7.36945834218e-12,6.81541975633e-11,1.02379785205e-10,-1.20735141177e-13,-7.72107378033e-11,7.82917480846e-12,-2.33018829926e-11,N2784-7/Q1/N2784-7.Q1.I.150308_2318.S.011083.092205N2208.0060.nh.fits.fz
2015-03-08T23:56:51.917044,,,,,,,,,N2784-7/Q1/N2784-7.Q1.I.150308_2356.S.011098.092204N2208.0060.nh.fits.fz
2015-03-09T00:55:39.132997,2.2571898517e-10,2.1178411802e-10,5.50754322148e-08,2.94219892893e-09,8.74872263523e-09,1.64493974353e-06,1.90220497132e-08,1.68850351656e-06,N2784-7/Q1/N2784-7.Q1.I.150309_0055.C.003544.092205N2208.0060.nh.fits.fz
2015-03-09T01:40:12.080011,1.980119263e-10,1.56272578211e-10,4.83149094066e-08,2.17100804001e-09,8.92128326768e-09,1.68359133568e-06,2.15921858171e-08,1.72180762092e-06,N2784-7/Q1/N2784-7.Q1.I.150309_0140.C.003559.092205N2208.0060.nh.fits.fz
2015-03-09T02:17:09.916021,2.27781599138e-10,1.69230796043e-10,5.55787096346e-08,2.35102937118e-09,8.89929285819e-09,1.67360167325e-06,2.13197388632e-08,1.71756357759e-06,N2784-7/Q1/N2784-7.Q1.I.150309_0217.C.003574.092205N2208.0060.nh.fits.fz
2015-03-09T02:54:26.149012,1.98619509728e-10,1.40878156363e-10,4.84631605957e-08,1.95714178197e-09,8.9809972792e-09,1.69499890035e-06,2.32585826154e-08,1.73333251041e-06,N2784-7/Q1/N2784-7.Q1.I.150309_0254.C.003589.092205N2208.0060.nh.fits.fz
2015-03-09T03:32:00.125022,2.20885226776e-10,1.45905301729e-10,5.38959952223e-08,2.02698124951e-09,8.85297968267e-09,1.66599420481e-06,2.09138466545e-08,1.70862506366e-06,N2784-7/Q1/N2784-7.Q1.I.150309_0332.C.003604.092205N2208.0060.nh.fits.fz
2015-03-09T04:12:25.797012,2.27566354649e-10,1.60817317796e-10,5.55261898683e-08,2.23414553524e-09,8.8196330239e-09,1.65826884313e-06,1.89929743044e-08,1.70218913809e-06,N2784-7/Q1/N2784-7.Q1.I.150309_0412.C.003619.092205N2208.0060.nh.fits.fz
2015-03-09T04:51:15.076012,1.93775606672e-10,1.34987881983e-10,4.72812473618e-08,1.87531146167e-09,8.84571704773e-09,1.66982476912e-06,2.09334967138e-08,1.70722341863e-06,N2784-7/Q1/N2784-7.Q1.I.150309_0451.C.003634.092205N2208.0060.nh.fits.fz
2015-03-09T05:30:05.068003,1.70661054733e-10,1.2563407259e-10,4.16412966331e-08,1.74536429753e-09,8.95171670123e-09,1.69474378708e-06,2.22433129693e-08,1.72768136508e-06,N2784-7/Q1/N2784-7.Q1.I.150309_0530.C.003649.092205N2208.0060.nh.fits.fz
2015-03-09T06:08:40.286020,2.23433771485e-10,1.47226841829e-10,5.45178409084e-08,2.04534056358e-09,8.88113582675e-09,1.67093651271e-06,1.9148620467e-08,1.71405918081e-06,N2784-7/Q1/N2784-7.Q1.I.150309_0608.C.003664.092205N2208.0060.nh.fits.fz
2015-03-09T19:00:54.503090,-6.19800272304e-13,6.08487522522e-12,-1.51231263623e-10,8.45337896904e-11,5.27069232985e-14,1.29793883974e-10,5.88797370235e-12,1.01724358104e-11,N2784-7/Q1/N2784-7.Q1.I.150309_1900.S.011225.092205N2208.0060.nh.fits.fz
2015-03-09T19:38:14.912085,-7.13597258541e-13,6.61938169208e-12,-1.7411773412e-10,9.19593845516e-11,-5.16203182629e-13,3.80970602287e-11,7.34451995749e-12,-9.9627216199e-11,N2784-7/Q1/N2784-7.Q1.I.150309_1938.S.011240.092205N2208.0060.nh.fits.fz
2015-03-09T20:17:40.276069,3.72590901274e-13,7.08347790146e-12,9.09121805615e-11,9.8406817417e-11,1.84588509842e-13,-3.62844650159e-11,6.8134278601e-12,3.56255823453e-11,N2784-7/Q1/N2784-7.Q1.I.150309_2017.S.011255.092205N2208.0060.nh.fits.fz
2015-03-09T20:55:27.159087,1.41796581529e-13,6.90157219568e-12,3.4598365839e-11,9.58797000128e-11,-2.63774760497e-13,-7.82752682116e-11,6.68533717968e-12,-5.09085273936e-11,N2784-7/Q1/N2784-7.Q1.I.150309_2055.S.011270.092205N2208.0060.nh.fits.fz
2015-03-09T21:34:51.260140,1.68590673106e-13,7.11202320994e-12,4.11361257557e-11,9.88033821425e-11,7.63846234528e-13,1.14884324276e-10,7.07939132663e-12,1.47422324348e-10,N2784-7/Q1/N2784-7.Q1.I.150309_2134.S.011285.092205N2208.0060.nh.fits.fz
